area,depth
8064,1.8197970064193214e-07
8064,1.843330323936243e-07
8288,1.7491466053343174e-07
8249,1.9562688180485566e-07
8136,1.9414233065617736e-07
8136,1.937495568427039e-07
8249,1.955187656221824e-07
8249,2.0115754750804626e-07
8249,2.0203643202876265e-07
8249,2.0194799787986994e-07
8136,2.0424823787834612e-07
8136,1.949693739788927e-07
8136,1.9321601030242164e-07
8136,1.9421315755607793e-07
8064,1.9607639956120693e-07
8064,1.998720478013638e-07
8064,1.9517453608841606e-07
8249,1.976488022137346e-07
8136,1.9891652414116834e-07
8064,1.8883154950799508e-07
8136,1.8858690964407288e-07
8176,1.8946421675991587e-07
8249,1.99181400262205e-07
8249,2.0108963383336231e-07
8249,2.0091059127480548e-07
8064,1.9159891451181466e-07
8395,1.9303587350805174e-07
8395,2.0344315032616578e-07
8395,2.0283566470880032e-07
8395,2.031260919466149e-07
8540,2.2508226038553403e-07
8442,2.5912169121511397e-07
7519,1.9433304032645538e-07
7770,1.8983216421020188e-07
7738,1.9763167813380278e-07
7665,2.0266266176349745e-07
7665,2.030108277040199e-07
7665,2.0193283489788882e-07
7665,2.032331281043298e-07
7665,1.9460300393348007e-07
7738,1.943190426345609e-07
7738,1.9502670056681382e-07
7738,1.9476810564356128e-07
7632,1.9691543684530188e-07
7560,1.9791445993178058e-07
7665,2.0431339464721532e-07
7665,2.0604895212272822e-07
7665,1.9644106430405373e-07
7665,1.96573878952222e-07
7632,2.0730186633954872e-07
7632,2.0413274626207567e-07
7560,2.0427940228273656e-07
7665,2.1230270874639245e-07
7665,2.060784680679717e-07
7665,2.1133315897259308e-07
7560,1.9752751256874035e-07
7560,1.978958721338131e-07
7665,1.967039082728661e-07
7632,1.9702636677720875e-07
7665,1.8948887259284675e-07
7665,1.8857119243875786e-07
7665,1.9011484653219668e-07
7738,1.9656258132272342e-07
7738,1.9147221053117391e-07
8288,2.6959068577525613e-07
8362,2.3565152673654666e-07
8475,2.3489984357638605e-07
8520,3.4727017350633105e-07
8568,2.825597391620249e-07
9344,3.5952646726400417e-07
6400,1.4924960112239205e-07
9348,3.624100770593941e-07
9009,2.303893893440545e-07
9048,2.0122945443290519e-07
8932,2.0349659735074965e-07
8855,2.0547993528907682e-07
9048,2.0793886790215765e-07
8970,2.0358484675853106e-07
8970,2.1051570797681052e-07
8970,2.167745662973175e-07
9048,2.1455420551319548e-07
9048,2.1375947767410253e-07
9048,2.1783969827993133e-07
8970,2.1991280618749443e-07
8970,2.2048406833619083e-07
8970,2.1925424675828253e-07
8932,2.1340424893878662e-07
8932,2.1339201339287683e-07
8932,2.1377567804847786e-07
8932,2.1345299217045977e-07
8932,2.1292555629770504e-07
8855,2.1210209411037795e-07
9048,2.0873453365766181e-07
8740,2.0881458340227255e-07
8740,2.1138041006452113e-07
8932,2.1387295134900342e-07
8932,2.145043964674187e-07
8932,2.21962437763068e-07
8932,2.2276451261404873e-07
8932,2.2258495846472215e-07
8932,2.1673274375189067e-07
9048,2.150447926396737e-07
8855,2.0538122669222503e-07
8855,2.0671819811468595e-07
8855,2.073027900451052e-07
8740,2.1411156581052637e-07
8740,2.1631674940181256e-07
8855,2.1721275800246076e-07
9048,2.1933107063887292e-07
8855,2.1769388069969864e-07
8970,2.1794546967157657e-07
8855,2.1633525193465175e-07
9048,1.9831422548577393e-07
8816,2.1807883854307875e-07
8816,2.2132822152798326e-07
9196,2.582531806183397e-07
9516,2.6735756364359986e-07
8378,1.8690272440835543e-07
8694,2.51329566935965e-07
9030,3.211400780855911e-07
8520,1.9763304237585544e-07
8500,2.345312140050737e-07
8236,1.5878435988270212e-07
8137,1.1674189437371751e-07
8190,1.8224396569621604e-07
8190,2.036292983120802e-07
8162,2.1192656163293577e-07
8268,2.0739072681408288e-07
8162,2.0607204476164043e-07
8162,2.133955376848462e-07
8162,2.126156175563665e-07
8162,2.0780292686595203e-07
8162,2.1261688232243614e-07
8162,2.107184400301776e-07
8162,2.1112759895913769e-07
8268,2.1013246964685095e-07
8162,2.1386827597780211e-07
8162,2.0628738184313988e-07
8162,2.047862039944448e-07
8239,2.0405926193234336e-07
8453,2.2514848296850687e-07
8667,2.2581906478080782e-07
8640,2.2864263371502602e-07
8640,2.2413203737414733e-07
8938,2.193140318240694e-07
8856,2.050831824362831e-07
9047,2.1455906562550808e-07
9020,2.2834446156139165e-07
9240,2.1781268344511773e-07
9240,2.2240246266846952e-07
9156,2.2707229163643206e-07
9460,2.3647243097002502e-07
9657,2.240206669057443e-07
9546,2.2117600906312873e-07
9882,3.719600272233947e-07
10160,3.5209859561291523e-07
10206,3.8750036424062273e-07
10823,5.377686989049835e-07
10209,2.513346260002436e-07
10332,2.5242297851946205e-07
10287,2.4390308794863813e-07
10287,2.276997719263818e-07
10287,2.2944604438634997e-07
10206,2.3169693008640024e-07
10080,2.2953645384404808e-07
10206,2.2963045864798914e-07
10206,2.2850377945360378e-07
10287,2.3097470602806425e-07
10414,2.3409636185078853e-07
10287,2.344904572737505e-07
10332,2.3483485733777343e-07
10332,2.349711252236375e-07
10332,2.34296578582871e-07
10206,2.351262082811445e-07
10206,2.223915913646124e-07
10206,2.3010827021607838e-07
10206,2.3006801086467021e-07
10414,2.233254718930766e-07
10287,2.2445605907250865e-07
10449,2.132034211399514e-07
10449,2.431436030292389e-07
10449,2.447626172852324e-07
10773,2.501058418147295e-07
10854,2.694654597235058e-07
10374,1.888106311298543e-07
10549,2.4982236368487065e-07
10686,2.7648786726786057e-07
10764,2.7271619273960823e-07
9006,1.9854610400216188e-07
9048,2.1115478432420787e-07
9126,2.0437640557702252e-07
9126,2.1054464127701067e-07
9243,2.108101426756548e-07
9243,2.1162101404570421e-07
9243,2.1090454538352787e-07
9164,2.0334077532879746e-07
9048,2.037607202964864e-07
8932,2.0296953096021753e-07
8932,2.0435078340597101e-07
8932,2.0649751775181358e-07
8932,2.0562787028666207e-07
3600,-3.415107414639351e-07
3082,-3.2626564916427014e-07
2990,-3.0562515007659385e-07
2944,-3.172704623466416e-07
2944,-3.190861548318935e-07
2835,-3.047816221624089e-07
2914,-3.274032565059315e-07
2914,-3.192629378645506e-07
2852,-3.2146013495548686e-07
2790,-3.163739279443689e-07
2835,-3.173798575062392e-07
2745,-3.2301991836902744e-07
2745,-3.18194253168258e-07
2745,-3.1610548489879875e-07
2700,-3.120671010492515e-07
2806,-3.1728586691315286e-07
2806,-3.193825648395432e-07
2745,-3.16751652462699e-07
2745,-3.131462165129051e-07
2790,-3.111212834028265e-07
2745,-3.2771646374385455e-07
2760,-3.1484566420658666e-07
2655,-3.1618225193597027e-07
2655,-3.1461848948310944e-07
2760,-3.0231231562538596e-07
2714,-2.9336112561395566e-07
11556,4.7569122330060054e-07
12852,3.7691262377848034e-07
12980,3.5848086099576904e-07
12980,3.6052750829185243e-07
13923,4.3136779481756093e-07
14625,4.570682392568415e-07
14875,4.2554222545732046e-07
14868,4.164985227816942e-07
14750,4.1800902295108244e-07
14868,3.960652747991844e-07
14868,3.6395664437804953e-07
14875,3.722820451912412e-07
15000,3.6005013726025936e-07
14875,3.695109001000674e-07
15120,3.6942691394870053e-07
15246,3.660696563656529e-07
15494,3.7534954344664584e-07
15494,3.75646578731903e-07
15367,3.7203139413577446e-07
15494,3.74831245153473e-07
15113,3.7549125408986583e-07
15113,3.758112256946333e-07
15240,3.769832801481243e-07
15240,3.856250430089858e-07
15240,3.8209086028473394e-07
15240,3.833957293863932e-07
15113,3.8214471942410455e-07
14986,3.903457752585382e-07
14508,3.7310348943719873e-07
14268,3.880511201259651e-07
4081,-3.801748675869021e-07
3774,-3.006890665346873e-07
3796,-3.0020711960787594e-07
3744,-2.9500347409339156e-07
3300,-3.6664403069153195e-07
3315,-3.352934356826154e-07
3200,-3.2250392223431845e-07
3200,-3.257785863297613e-07
3200,-3.218827941964264e-07
3200,-3.187934396464698e-07
3100,-3.2536476624045463e-07
3100,-3.1482443318964215e-07
3038,-3.148635414618184e-07
3213,-3.199440925527597e-07
3224,-3.0991478183750587e-07
3468,-2.2537469135386345e-07
3468,-2.7907191224585404e-07
3468,-2.7405681635173096e-07
3450,-2.7319146056470345e-07
3795,-2.964351608625293e-07
4745,-3.37999523480903e-07
4950,-3.569558657545713e-07
4928,-3.539979900324397e-07
5920,-3.9103974813770037e-07
6545,-3.817313256604393e-07
7565,-4.4398717591320747e-07
8140,-4.266383371032134e-07
7560,-3.7482183756765153e-07
8176,-1.9858586597365502e-07
9085,-3.273367781275738e-07
9976,-4.090538539003319e-07
11700,-4.843986971536651e-07
13689,-5.749146225753066e-07
14391,-5.774860483143129e-07
14750,-5.967232823422819e-07
15222,-6.431840802179067e-07
15340,-6.436991952796234e-07
15340,-6.649219699284004e-07
14976,-6.18209412550641e-07
14848,-6.395044351847901e-07
14848,-6.525149842673272e-07
14848,-6.436428066081135e-07
15093,-6.322272838588106e-07
14763,-2.9019716407674423e-07
15400,-5.7656308172227e-07
15840,-5.539798735298973e-07
16206,-5.993787794977834e-07
61488,1.0228985729554552e-06
72899,9.702489478513598e-07
73712,9.27820906326815e-07
75072,9.586838132236153e-07
75621,1.0004144996855757e-06
75350,9.655403800934437e-07
67056,8.667977908771718e-07
67080,8.890987146514817e-07
67338,9.02387341739086e-07
67858,9.006078585116484e-07
17250,-8.572079082114215e-07
16146,-7.618940571774147e-07
16819,-6.276084718592756e-07
16577,-6.405863359759678e-07
16592,-6.196495405674796e-07
16348,-6.245572308216651e-07
16320,-5.815509211970493e-07
16214,-6.158167593639519e-07
16080,-5.916012355555722e-07
15946,-6.28052646334254e-07
15946,-6.178775038279127e-07
14508,-1.1510090303090692e-07
63250,1.185394808089768e-06
70912,1.0699656058932305e-06
71680,1.0482160632818704e-06
70866,1.0593275874271058e-06
71145,1.0593910246825544e-06
70000,1.0340157814425766e-06
69500,1.1035119769076118e-06
69471,1.080822244148294e-06
17750,-8.352940881195536e-07
16506,-6.949745738893398e-07
16000,-6.554523110935406e-07
15748,-6.153886715765111e-07
15120,-5.665231697093986e-07
15616,-6.073880740586901e-07
15609,-5.909502078793594e-07
15730,-6.354322295010206e-07
15851,-6.341919061014778e-07
15000,-8.899405656848103e-07
18096,1.6460026586173626e-07
18172,2.0287328084123146e-07
18172,1.9315889687732124e-07
17316,3.304366202883102e-07
16317,2.2620760375957616e-07
18354,4.5751954758088687e-07
19040,5.338738446880598e-07
22143,7.227655487440643e-07
22990,6.959133997952449e-07
18020,5.838881520503492e-07
18312,4.716977173302439e-07
16500,2.899729736327572e-07
15950,2.2967068957768788e-07
15730,2.3807744753412408e-07
15620,2.444667472900619e-07
15478,2.4333942860721436e-07
15587,2.646818302309839e-07
15552,2.524920148516685e-07
15552,2.5328344577246753e-07
15805,2.5681251258902194e-07
15660,2.5550454552103474e-07
15660,2.5178368900924397e-07
15515,2.50255112632658e-07
15660,2.4948528221102606e-07
15515,2.4541768084418436e-07
15660,2.527234528315603e-07
15370,2.631838924571639e-07
15515,2.6340660497226054e-07
15370,2.606053612907999e-07
15370,2.609116904750408e-07
15330,2.207019491606843e-07
15768,2.6755441240311484e-07
15960,3.064040754452435e-07
16478,3.3958440326387063e-07
16430,3.2765839819148823e-07
15600,2.778961061267182e-07
17535,3.6659056945609336e-07
19250,3.840405327082408e-07
20114,4.7674288339294435e-07
16416,1.689617192823789e-07
16956,3.0294620501081226e-07
15960,1.869197205905948e-07
15707,2.7940566837969527e-07
15456,2.867772366244026e-07
15368,2.873927371638274e-07
15368,3.039532998627692e-07
15344,2.8645936822613294e-07
15344,2.8671533414126316e-07
15344,2.8366892479425587e-07
15096,2.8504837246146053e-07
15207,2.938309080491308e-07
15232,2.724075613969035e-07
15232,2.7764215815295756e-07
15232,2.876528810702439e-07
15344,2.843565027887962e-07
15368,2.8561899512169475e-07
15368,2.9057690653644386e-07
15368,2.9598024298138625e-07
15368,2.952216107132699e-07
15120,3.0601441380895267e-07
4565,-2.718579139582289e-07
4104,-3.3721303793754487e-07
3996,-3.2106561320688343e-07
3869,-3.2302909858117346e-07
3869,-3.1961752711140434e-07
3816,-3.309097849069076e-07
3796,-3.1375753906104364e-07
3744,-3.2223741186498955e-07
3796,-3.1609556572220754e-07
3869,-3.196675208982924e-07
3942,-3.1045172477206506e-07
3816,-3.11602576630321e-07
3888,-3.044553125164384e-07
3816,-3.123290071016527e-07
3888,-3.1739298833599605e-07
3869,-3.1732071192891453e-07
3869,-3.144243123642809e-07
3869,-3.1322431937041983e-07
3869,-3.1240321618497546e-07
3816,-3.1226036867337825e-07
3834,-3.2239321967608703e-07
3960,-3.200605931397149e-07
3905,-3.215787955923588e-07
3744,-3.0924471161597467e-07
3744,-3.0842412002130004e-07
3816,-3.078599490891065e-07
3816,-3.068113585413812e-07
3816,-3.081580359776126e-07
3816,-3.13007802787979e-07
3816,-3.113549666977633e-07
3942,-3.187199979493016e-07
3869,-3.2533526450606587e-07
3869,-3.2032099284151627e-07
3869,-3.220447695184703e-07
3922,-3.2849291642378375e-07
3922,-3.1872656336418004e-07
3869,-3.1232488595378527e-07
3869,-3.1176847414826625e-07
3888,-3.2056166787697293e-07
3888,-3.1954948553902796e-07
3816,-3.064211000491923e-07
3816,-3.1034880976221757e-07
3816,-3.101602885635657e-07
3816,-3.1681557288720796e-07
3960,-3.1699121905148786e-07
3942,-3.1903701369628834e-07
3869,-3.2406757100034156e-07
3942,-3.2253703352580487e-07
3869,-3.2301898045261623e-07
3816,-3.1904244224278955e-07
3816,-3.1650586151954485e-07
3816,-3.1494420227318187e-07
3869,-3.151093324049725e-07
3869,-3.227438298836205e-07
3869,-3.2474696354256594e-07
3869,-3.151778571464092e-07
3869,-3.1534369782093563e-07
3869,-3.1451753557121265e-07
3834,-3.1788553656042495e-07
3834,-3.2338795108444174e-07
3816,-3.1331529726230656e-07
3816,-3.0839572673357907e-07
3816,-3.127354943899263e-07
3816,-3.12303342298037e-07
3869,-3.1875714512352715e-07
3888,-3.1218417007039534e-07
3869,-3.219208224436443e-07
3869,-3.1721097570880374e-07
3869,-3.2172758324122697e-07
3869,-3.207541965366545e-07
3848,-3.144289735246275e-07
3796,-3.172932849793142e-07
3744,-3.148216762838274e-07
3744,-3.1658896659791935e-07
3869,-3.2704173236197676e-07
3796,-3.295447754680936e-07
3869,-3.3237830621146713e-07
3723,-3.2220626167145383e-07
3922,-3.2606288868919364e-07
3869,-3.2168009056476876e-07
3869,-3.1637836173104006e-07
3927,-3.5199838066546363e-07
4080,-3.5637344808492344e-07
4212,-3.6311448070591723e-07
4264,-3.595732209760172e-07
5082,-5.45343937119469e-07
5254,-4.6939700837356213e-07
5328,-4.257647674421605e-07
14210,1.7600903845504945e-07
16867,4.914436999570171e-07
20601,5.969912990622106e-07
16350,2.816754829382262e-07
16459,3.0719749588570266e-07
16459,3.074295591432019e-07
16459,3.028672495020146e-07
16459,3.0403316486626863e-07
16830,2.9457945061039936e-07
16568,2.959525033929822e-07
16568,2.9575727467090474e-07
16568,3.0087804248069006e-07
16416,3.0349895041581476e-07
16416,2.9104259624546103e-07
16416,2.8991570388825494e-07
16416,2.892543022881e-07
16416,2.8861015266556933e-07
16416,2.8756355163750413e-07
16720,3.104873655956908e-07
16568,3.0712982379554887e-07
16416,3.0767094472139433e-07
16568,3.0980137921687856e-07
16677,3.02465849699729e-07
16677,2.878586258248106e-07
16677,2.8234711635377607e-07
16677,2.84800506733518e-07
17172,3.625813178587123e-07
17600,3.8785307765465404e-07
14630,2.649053385539446e-07
14904,2.4109962737384194e-07
16128,3.358910021233896e-07
18643,4.6582439949816035e-07
15688,1.76511832705728e-07
14076,2.0237391140653926e-07
13938,2.875661380130623e-07
14178,2.894288115840027e-07
13837,2.8846844202234934e-07
13837,2.8540537755361584e-07
13837,2.8083084657737345e-07
13938,2.758947630354669e-07
14039,2.871398692150251e-07
13974,2.8551960440381663e-07
13974,2.8633093052121694e-07
14076,2.875767108889704e-07
14076,2.8708092258966644e-07
13938,2.853442993000499e-07
13938,2.8357749215501826e-07
13938,2.853039973160776e-07
13938,2.88529832914719e-07
14076,3.005467021921504e-07
14076,2.9368996479206544e-07
14076,2.8620650027733063e-07
14076,2.8289591114116774e-07
14076,2.838472994426411e-07
13938,2.888768051434454e-07
13800,2.8603403734450694e-07
13938,2.9072253937556525e-07
13800,2.891470956001285e-07
13938,2.8909133220622607e-07
13938,2.902953042394074e-07
14039,2.8441692734304524e-07
13974,2.892812176469306e-07
13837,2.8898679715894104e-07
13974,2.8991962608415633e-07
14076,2.9174051974223403e-07
13938,2.892059853820683e-07
14100,2.927939988239814e-07
14058,2.784758237339702e-07
14200,2.77886186950127e-07
14200,2.739953686159424e-07
20886,3.234218581837922e-07
24510,5.460768193188414e-07
25220,3.2735957233853696e-07
26928,4.534940387657116e-07
28800,4.6555797439395974e-07
29200,3.707713176481775e-07
28710,3.5092898542643525e-07
26030,3.8381483591365395e-07
25296,3.1767277164362895e-07
25296,3.1875791250968177e-07
25993,3.2359184842789546e-07
25756,3.6276554737924016e-07
26740,3.3537529020577495e-07
26931,3.929042122763349e-07
27406,3.9731420997668465e-07
27406,3.9849786048762326e-07
27495,3.6951809079255327e-07
27777,3.792256393353455e-07
27918,4.1879798118316103e-07
28258,4.2349003592789813e-07
28200,3.8270437130449864e-07
28200,4.056583122746815e-07
28542,4.1530438465997577e-07
28341,4.217812090701045e-07
28341,4.329320404394821e-07
28482,3.945274329453241e-07
28482,4.019250923192885e-07
28495,4.2734498606478155e-07
28014,4.1318628518638434e-07
28078,4.164746201240632e-07
29664,4.630737180377764e-07
28912,4.3142100025761465e-07
28773,4.1354797986059566e-07
28980,4.3056087406512233e-07
28840,4.449719313015521e-07
28980,4.4496712803265837e-07
29187,4.432589264524722e-07
29328,4.5162073547544423e-07
28773,4.258873786966433e-07
28980,4.2026204027934e-07
28773,4.554579788873525e-07
28980,4.4413627620087937e-07
29120,4.459863021111232e-07
29187,4.4593724624064635e-07
29120,4.630543344319449e-07
29400,4.40341949570211e-07
29751,4.6831911504341406e-07
29751,4.773648356604099e-07
29751,4.74550432727483e-07
32032,6.373626888489525e-07
27560,2.8328460643933795e-07
25877,2.847017128715379e-07
26730,4.306638743400981e-07
34235,7.538442332588602e-07
36630,6.481731134044821e-07
39176,6.76068054872303e-07
33578,3.769342811210663e-07
32361,4.953292318532476e-07
30560,4.834004698750505e-07
29704,5.158866542842588e-07
30560,5.280228947412979e-07
30942,5.327144663169747e-07
31104,5.163647642802971e-07
31073,5.130011686560465e-07
31073,5.074163027529721e-07
31073,5.074516025160847e-07
31040,5.119457568980579e-07
30880,5.135360652275267e-07
31040,5.140107646184333e-07
31459,5.100562816551246e-07
34776,5.048413527219964e-07
35705,4.2910491515613103e-07
18928,4.906863182441157e-07
20384,4.691745800755598e-07
21808,4.6047239266044926e-07
23716,4.734149285923195e-07
24570,4.1164202002619277e-07
24500,4.211000828036049e-07
23985,4.1349403545609675e-07
24304,4.059242542098218e-07
24304,4.035713345729164e-07
24108,4.059221794250334e-07
23985,3.9974264609554666e-07
23790,4.0609759821563784e-07
24180,4.013828061033564e-07
24696,4.0864557604436413e-07
24696,4.115581191399542e-07
24304,4.1374690340489906e-07
24304,4.017321373339655e-07
24180,3.961868060287088e-07
31312,7.376946768999915e-07
36673,6.834792429799563e-07
36960,6.56078213978617e-07
36465,6.306722752924543e-07
36795,6.348879537654284e-07
36126,6.233439080460812e-07
37910,6.443065672101511e-07
36960,6.440566266974201e-07
37011,6.499037112916994e-07
36907,6.723696515109623e-07
36244,6.754614787496394e-07
36520,6.684220466013358e-07
37840,6.35209516985924e-07
38012,6.681900117655459e-07
37180,6.408080821529438e-07
37180,6.548988267240929e-07
37128,6.504296266029996e-07
37400,6.600237156817457e-07
37449,6.645740313615534e-07
37570,6.566456818291044e-07
37620,6.556674634339288e-07
36080,6.48246668788488e-07
36960,6.659590781055158e-07
36792,6.670532002317486e-07
37349,6.884745857860253e-07
37400,6.651576427429973e-07
37400,6.703309054501005e-07
36740,6.555767413374269e-07
37230,6.568178605448338e-07
37011,6.518894792861829e-07
36244,6.747450811417366e-07
36244,6.873750635350007e-07
36023,6.736593718414952e-07
37714,6.978762598919275e-07
37887,6.664279794676986e-07
37668,6.616203904741269e-07
35970,6.873646043459303e-07
35916,6.906738008183311e-07
35697,6.900639277773735e-07
37449,6.967463832552312e-07
37060,6.923495448063477e-07
35478,6.57699899875297e-07
37758,5.884908773623465e-07
38409,5.073297302260471e-07
39676,5.27308998243825e-07
28028,3.926902820694522e-07
30070,4.2272847622371046e-07
27537,6.481060381702264e-07
29455,5.144532337908458e-07
30459,4.718168895578856e-07
31828,5.464635250973515e-07
31682,5.081241170046269e-07
31392,4.980138896826247e-07
31175,4.94092489589093e-07
31536,4.819393666366523e-07
31175,4.867053462476179e-07
31175,4.987139732293144e-07
31752,4.803005140274763e-07
31752,4.7406777525793586e-07
31320,4.66000756205176e-07
31104,4.7323663920906256e-07
31104,4.735665584121307e-07
31104,4.761808440889581e-07
31320,4.900219892078894e-07
31320,4.827322754863417e-07
31104,4.787801231032063e-07
31465,4.6327173208737804e-07
31465,4.638908137621911e-07
31682,4.790153980138712e-07
32116,5.011672215005092e-07
31899,5.051808216194331e-07
32116,5.024166398470697e-07
32116,4.982120458407735e-07
32116,5.003673777537188e-07
32046,5.029681346968573e-07
32850,5.190754563955124e-07
32412,5.198536996431358e-07
32918,5.319017759575217e-07
32482,5.280394930196053e-07
32850,5.338191044756968e-07
33136,5.846013664267957e-07
37074,6.673157599834667e-07
37018,6.85373038322723e-07
40906,7.351349040618516e-07
40906,7.350148507612175e-07
40680,7.399557375720178e-07
42449,7.485645596716495e-07
43392,7.647855682080262e-07
43392,7.487370226044732e-07
44265,8.186866580217611e-07
44492,7.992558721525711e-07
43844,7.973403626237996e-07
44070,8.089377843134571e-07
43130,8.106250675155025e-07
41995,7.872708920331206e-07
42636,8.241905788963777e-07
43320,7.936994279589271e-07
41995,7.954217835504096e-07
41541,8.044372634685715e-07
43357,8.291382869174413e-07
44916,8.147838457261969e-07
44232,8.140882528095972e-07
46029,8.047209121286869e-07
45800,8.074017614490003e-07
46029,8.066561463238031e-07
45747,6.842400921414082e-07
46189,7.103074608494353e-07
47957,6.909671128596528e-07
60762,5.951642378931865e-07
61008,6.831321002209734e-07
60491,6.600427013836452e-07
60021,7.128663810362923e-07
59774,7.371648393927899e-07
59774,7.286955678864615e-07
59738,7.034092277535819e-07
59511,7.631025482623954e-07
59500,7.674361768295057e-07
58776,7.892401754361345e-07
58539,7.967532269503863e-07
57810,8.05596016562049e-07
57575,8.060599157033721e-07
57820,8.001795777090592e-07
58310,7.971692070896097e-07
58310,8.312906629726058e-07
58310,8.342708497366402e-07
57834,7.994042334757978e-07
57591,8.222572773775028e-07
58072,8.155970476764196e-07
57354,8.241378282036749e-07
56862,8.259297032964241e-07
57348,8.330990226568247e-07
57340,8.623946428087947e-07
56133,8.464522807116737e-07
56840,8.346000299752632e-07
56608,8.425382702625939e-07
56852,8.340517752003507e-07
56852,8.314670481013309e-07
56133,8.240261877290322e-07
56364,8.485248486067576e-07
56376,8.365975645574508e-07
56350,8.307723646794329e-07
57096,8.145016749949718e-07
56619,8.386052741116146e-07
46492,8.41333473999839e-07
48076,8.695941460246104e-07
47672,8.846271271067963e-07
47874,8.609397923464712e-07
47436,8.87203725596919e-07
47200,8.571413445679354e-07
47235,8.465445944239036e-07
46964,8.608997177361744e-07
46530,8.674457490087661e-07
46800,8.559905495530984e-07
47000,8.57825966704695e-07
44694,8.367716759494215e-07
42408,8.403289371017308e-07
44070,8.610176678303105e-07
45173,8.574374419367814e-07
58000,6.694668854834163e-07
57960,7.568776823063672e-07
56977,6.859330596853397e-07
57519,7.55158907850273e-07
57040,7.719054337940179e-07
54936,7.510761861340143e-07
54718,7.529385470661509e-07
54000,7.648711743968306e-07
52576,7.70510780512268e-07
53037,7.707225790909433e-07
53816,8.026938189686916e-07
52041,7.736854854556441e-07
52364,7.53985602841567e-07
52611,7.77824880060507e-07
51870,7.665785801691527e-07
41064,3.6355910992824647e-07
59474,7.94254049196752e-07
65455,8.294808253594965e-07
47092,7.458968411810929e-07
49053,8.413124419348605e-07
49698,8.064768053372973e-07
53928,8.161815685525653e-07
51359,7.997131206138874e-07
52920,7.936642987260711e-07
51912,7.69968437452917e-07
51912,7.73051283431414e-07
50652,7.936896508908831e-07
50702,7.934573318379989e-07
51706,8.005167160263227e-07
51455,8.007589826775074e-07
52668,7.798321348673198e-07
51957,7.736329052931978e-07
52920,7.853895453990845e-07
50904,7.930510719234007e-07
51706,7.893556812632596e-07
51816,7.98893267983658e-07
51359,7.959288836900669e-07
51612,7.898722174104478e-07
51957,7.926419129944406e-07
50904,7.976194638104062e-07
51706,8.057766081037698e-07
51500,8.071536399256729e-07
51106,8.048281756600772e-07
51408,7.805003860994475e-07
50652,7.832556434550497e-07
50600,6.100706286815694e-07
55692,8.421698112215381e-07
59535,7.203670406852325e-07
60268,8.239838962253998e-07
63714,6.723820433762739e-07
65772,7.31701447875821e-07
65238,7.588660082546994e-07
64758,7.454197543665941e-07
65009,8.006567782103957e-07
64256,7.596359523631691e-07
65268,7.826443493286206e-07
65260,7.529451977461576e-07
65268,7.656537377442874e-07
64758,7.666895953661879e-07
65511,7.503196570723958e-07
65511,7.564590873698762e-07
65750,7.694172268202237e-07
66234,7.259944254656148e-07
64530,8.225246119764051e-07
63433,8.291527251458319e-07
70030,9.11772758627194e-07
67792,8.950924552664219e-07
70133,7.309003535738157e-07
71610,8.795652775006602e-07
68912,6.019195097906049e-07
69204,8.588946229792782e-07
67545,6.742166647200065e-07
68880,6.576373721145501e-07
67830,6.510472303489223e-07
68880,6.312468485702993e-07
66297,6.021486456120329e-07
65436,6.397177116923558e-07
65116,5.380969128054858e-07
69201,6.25097982265288e-07
73370,8.554311534680892e-07
67405,5.75777335143357e-07
68096,7.460274105142162e-07
69387,6.894825332892651e-07
69531,8.16942929304787e-07
61495,5.418613113761239e-07
59976,5.758520273957402e-07
61570,6.803178393965936e-07
59250,6.024650360814121e-07
57834,6.746997769369045e-07
58563,6.017272085045988e-07
58794,6.294305308074399e-07
58794,5.625336143566528e-07
58316,6.492123247880954e-07
59024,6.675878694295534e-07
58077,6.606336455661221e-07
58081,6.345647420857858e-07
58786,6.396685421350412e-07
58560,6.294589525168703e-07
58080,6.504701559606474e-07
58800,6.642400762757461e-07
58322,6.423466629712493e-07
57840,6.402171379704669e-07
57600,6.310987714641669e-07
58320,6.837381079094484e-07
59708,6.539210630762682e-07
9180,-2.5663482006166305e-07
10974,-1.776047042767459e-07
11904,-2.3731227827283874e-07
10620,-2.8296386744841584e-07
10465,-2.613435583498358e-07
10440,-2.613531080442044e-07
10030,-2.475313181093952e-07
11135,-1.9804558348823775e-07
11352,-2.3585904784795275e-07
10815,-2.469951141392812e-07
10918,-2.7977833383374673e-07
11445,-4.2232109365158976e-08
10706,-5.912108136385541e-08
8374,-1.3482114979979087e-07
9204,7.85835254646372e-08
8510,-7.303573568151478e-08
11100,2.1552767748289625e-07
12750,3.8462809470729553e-07
11398,2.692326006581425e-07
13230,3.223448743483459e-07
11997,2.864699126803316e-07
12480,2.0981470072456432e-07
10920,1.2100011304028158e-07
7918,1.2560514051074279e-07
6400,2.716194913432446e-08
5050,7.162790893744386e-08
4059,4.780605067367105e-08
3478,1.7747391112266087e-08
3060,5.742846198586449e-08
3230,5.5238789542499944e-08
7140,1.0440195552519071e-07
5775,-1.5808309328235737e-08
