area,depth
5074,2.1518818016375008e-07
5133,2.114917094786506e-07
5310,2.468711386427458e-07
5278,2.2104094909991545e-07
5985,2.66201368503971e-07
5985,2.401618814928952e-07
6080,2.3914364533084154e-07
6048,2.315641580707961e-07
6534,2.7117883405480825e-07
7384,2.6680450559979363e-07
7526,2.689698703761678e-07
7420,2.5884742171911057e-07
7490,2.531175766762317e-07
8325,2.8376510385896836e-07
9477,3.116590789886686e-07
9600,3.094174871876021e-07
9600,2.962428595765232e-07
9960,2.8833625265178853e-07
10044,3.1433629033017496e-07
11310,3.1911676501295005e-07
11484,3.2141844030775246e-07
11616,3.0915194315639383e-07
11616,3.0646336313111533e-07
12240,3.095848057910189e-07
2904,1.1495703233777022e-07
2604,1.491493435423763e-07
2501,1.450389390811324e-07
2460,1.292506084382694e-07
2460,1.287304769448383e-07
2460,1.3003422338897508e-07
2301,1.571751795381715e-07
2223,1.4812006554620893e-07
2223,1.32368157323981e-07
2223,1.3233643869625666e-07
2166,1.4357385680341395e-07
2166,1.3244880392448977e-07
2072,1.3752969607594423e-07
2035,1.2349163114322437e-07
2035,1.2271401317320851e-07
1980,1.263159674635972e-07
1980,1.1824590018250092e-07
2035,1.257606214721818e-07
1944,1.2207334521008306e-07
1944,1.2424607120919973e-07
1944,1.2508257896115538e-07
1782,1.1818111289585431e-07
1700,8.327043587996741e-08
1650,9.665132694181011e-08
1617,9.660043076564762e-08
1040,3.840550988343239e-08
1107,6.906363125835924e-08
1073,2.7129834379024942e-08
972,6.25964062805906e-08
945,5.727298457713914e-08
884,5.943716274714461e-08
1794,3.9196415002606955e-08
1702,6.295310583936953e-08
1786,4.8658961304681725e-08
1786,4.8902450089371996e-08
1739,9.027625935686956e-08
1833,6.70484467946153e-08
1900,1.0683990581128455e-07
1836,6.930170570740302e-08
1887,6.802081031764828e-08
1887,6.459848123085976e-08
2132,8.889570324299712e-08
2067,1.123871058439363e-07
1998,7.415599156956887e-08
1925,6.898500970464738e-08
2088,1.2331177856594877e-07
2146,9.408216783413081e-08
2666,1.1779282260704349e-07
2280,7.425166614893897e-08
2242,6.748226155650627e-08
3120,1.271897360766161e-07
3120,7.216652875285945e-08
2109,7.37967340569412e-08
1776,-3.454914221379113e-08
1872,-1.0678668616037612e-08
1656,-3.953753591190434e-08
26505,3.6677761272585485e-07
26550,4.744834427583555e-07
27000,4.7660230961810157e-07
26864,4.736029382002016e-07
26901,4.414702630128886e-07
28458,5.209342930356797e-07
28985,4.738012080451881e-07
28985,4.772796273755375e-07
29704,4.924428367303335e-07
29546,4.884306008534622e-07
29546,4.904923684989626e-07
29388,4.874272008237313e-07
29230,4.892063998340745e-07
29388,5.095063215776463e-07
29388,5.071024133940227e-07
29415,4.952115659762057e-07
29230,4.927986196889833e-07
29415,4.948860237163899e-07
29415,4.924443146592239e-07
29415,5.013627060179715e-07
29230,4.936633786201128e-07
29388,4.960321007274615e-07
29388,4.96996904075786e-07
29733,5.102817226543266e-07
29574,4.972281431037118e-07
29388,5.006378955840773e-07
29388,4.995971494281548e-07
29230,5.036736183683388e-07
29388,5.021301490160113e-07
28888,4.994955702386505e-07
29202,4.893448135590006e-07
29388,4.779915911967691e-07
29202,4.773328896590101e-07
31108,6.578482043551048e-07
31262,5.321539902070072e-07
33598,7.684337788305129e-07
26190,4.93064192141901e-07
31098,6.309963964667986e-07
31464,4.2861321958298504e-07
31312,4.213505349071056e-07
31160,4.246313949352043e-07
30804,4.1840436892925936e-07
30804,4.2778901843121275e-07
31160,4.418484991219884e-07
31312,4.532146249403013e-07
31464,4.379855056413362e-07
31464,4.377902200758399e-07
31257,4.223226426347537e-07
31752,6.574987310159486e-07
32487,6.258337066356034e-07
33004,6.80526795804326e-07
33004,6.99862425790343e-07
30456,8.646424589642265e-07
36612,8.588372111262288e-07
38631,8.185344881894707e-07
32745,3.5801386388811807e-07
31659,5.17469459282438e-07
30624,4.962199113833776e-07
30272,5.457289944388322e-07
30444,5.50193874460092e-07
29928,5.567574703491118e-07
30102,5.687134034815244e-07
30800,5.560560794037883e-07
30450,5.548204171645921e-07
30450,5.582863309427921e-07
30450,5.629572115140036e-07
27555,3.650063149507332e-07
26350,2.3891266209830064e-07
31229,4.780681592819747e-07
29406,3.1052053373059607e-07
29064,4.211315740576538e-07
29913,4.930911927658599e-07
29913,4.821528136744746e-07
29920,4.7155447191471467e-07
29575,4.949357048644742e-07
30975,4.4785068098462943e-07
31506,4.5320652475311363e-07
31329,4.607514938470558e-07
31325,5.014636030864494e-07
31494,5.114392820360081e-07
30780,5.149886987965147e-07
31304,5.110491088089475e-07
31304,5.192571848056104e-07
31313,4.879208290731185e-07
31122,4.884794293502637e-07
31132,5.016790964873508e-07
31668,5.087800900582806e-07
31668,5.502154749592592e-07
31668,5.230974693404278e-07
31122,4.8400875130028e-07
31304,5.415589612312033e-07
31486,5.833901468577096e-07
31304,5.887939664717123e-07
31132,5.743967221860657e-07
31122,5.496689823303313e-07
30576,5.517704835256154e-07
42408,6.100412406340183e-07
45400,7.083054356371576e-07
43710,8.669734938848705e-07
43320,9.764246442500735e-07
44197,1.0261582019666093e-06
45344,6.362255930980609e-07
45580,5.362027195587871e-07
45369,5.34169430466136e-07
48375,8.315163313454832e-07
46830,7.365540568571305e-07
45968,7.354770445999748e-07
45990,7.460848223672656e-07
45980,7.2882238555394e-07
45980,7.695069257351861e-07
44457,8.048259019233228e-07
43430,8.663925541441131e-07
43442,8.52392474826047e-07
43228,8.453203577118984e-07
43452,8.402372486671084e-07
42636,8.856813451529888e-07
42024,8.087822038760351e-07
43452,7.715754577475309e-07
41145,8.020644486350648e-07
41961,8.125225576804951e-07
40976,9.217757224178058e-07
40352,8.785863769844582e-07
39123,8.92919842954143e-07
39346,8.995687608148728e-07
38709,9.08058098048059e-07
37944,9.124289022111043e-07
37881,8.316810635733418e-07
38038,8.340278441210103e-07
38480,8.350529583367461e-07
37411,8.34144771033607e-07
37856,8.377766107514617e-07
35026,8.336549512932834e-07
35571,7.676284781155118e-07
35784,8.186187869796413e-07
36120,7.875215715102968e-07
31200,7.982072247614269e-07
40040,9.912990890370565e-07
38356,8.424805741924501e-07
42872,9.178206141768896e-07
53487,1.10366251249161e-07
54910,6.50018250780704e-07
40296,5.264653990533219e-11
6825,2.975044992581388e-07
6072,-3.6382672874424316e-07
6216,-5.571333190346195e-07
9568,-6.378571129062038e-07
9306,-6.778778356419934e-07
6375,-6.582048399650375e-07
9996,1.7074845004572126e-07
12078,3.9832434595155064e-07
11514,2.793457838379254e-07
11526,2.5170066919599776e-07
10682,2.665061629159027e-07
10584,2.1690385665351641e-07
10458,3.129884476038569e-07
11097,3.4091775091837917e-07
10744,2.923861757153645e-07
5628,1.9384984284442908e-07
5644,2.0762018948516925e-07
5658,2.0656939625496307e-07
5658,2.0312727144755627e-07
5986,1.648177487822977e-07
5986,1.5603264102992398e-07
5986,1.5617168003245752e-07
6396,1.354495395844424e-07
6237,1.377444789341098e-07
6399,1.4153984295717237e-07
6399,1.4799181258240424e-07
6318,1.49277795458147e-07
6320,1.464991896682477e-07
6320,1.36571117081985e-07
6320,1.253090999853157e-07
7590,3.200599252295433e-08
7504,1.522367085726728e-07
4941,1.6855044293606625e-07
5063,3.3788191444728e-07
5880,3.288062089268351e-07
5964,3.071387197906006e-07
6205,3.415185574340285e-07
6225,3.03227693621011e-07
6916,2.670488186140574e-07
5822,2.036186401710438e-07
5893,2.335526545493849e-07
5280,3.289122219030105e-07
5494,3.7369036931522714e-07
5796,3.692236703045637e-07
5850,2.96042628633586e-07
5840,2.962289329389023e-07
5767,2.831393146607297e-07
5840,2.528722689021379e-07
6364,2.6712490353020257e-07
6000,2.705471615627175e-07
5986,2.74048232995483e-07
5624,2.2543800071161968e-07
4992,3.01189459150919e-07
5520,3.34086621478491e-07
5986,2.955958109396306e-07
6068,2.8799021833947336e-07
6688,3.134064741061593e-07
7725,3.059665800719813e-07
8160,3.94696343164469e-07
7828,3.890085338298377e-07
8184,4.6596593961112376e-07
7656,4.340364512245287e-07
4590,4.2910195929835027e-07
8364,2.0324870320109767e-07
8556,2.260410667531687e-07
8364,2.2043283820494253e-07
13440,3.934700885110942e-07
13545,3.777853976316692e-07
13674,3.671366073376703e-07
13568,3.256463116940722e-07
13230,3.537823261012818e-07
13230,3.522727354265953e-07
13104,4.031638525248127e-07
13335,4.0119175537256524e-07
13335,3.9208333646456595e-07
13230,4.169837097833806e-07
13230,4.1285127849732817e-07
13230,4.1599753330956446e-07
13356,3.9726165823594783e-07
13230,4.0304539083990676e-07
13230,4.0189567585002806e-07
13125,4.134484470341704e-07
13125,4.092322285487171e-07
13250,4.0213066654359864e-07
13230,3.7410870845633326e-07
13335,3.717986487572489e-07
13335,3.7236773664517386e-07
13230,3.75518141026987e-07
13230,3.925195528609038e-07
13125,3.938645534162788e-07
1925,-3.934626491286508e-08
2560,1.6944078140568308e-07
1275,2.5030993811014923e-07
2212,-7.026872594906308e-08
2187,1.6094965360480273e-07
1020,2.0034394765389152e-07
1560,-9.721190963318804e-08
2064,-1.0278154860543509e-07
3690,3.9440294585801894e-08
3500,-5.156076454682079e-08
4250,3.750780308564572e-08
3625,-8.14355338718542e-09
4662,-1.2650332337216241e-08
4182,-5.217854592842741e-08
4064,-5.0055167122309285e-08
3770,-1.740064270450148e-08
4059,-8.108484905733349e-08
3172,-3.670083970064297e-08
4128,-4.509318785039795e-08
3683,1.7982447531039725e-08
3024,8.648029847790895e-08
2704,4.094641781193786e-08
2898,6.150396814064152e-08
3302,4.108699513949432e-08
3660,-3.202909937272125e-08
3348,-4.1622424618026344e-08
4059,-6.45642543872782e-08
4216,-3.2349138479048634e-08
3416,-6.61622081565838e-08
3567,-1.5909039419170767e-08
4551,-7.080694075511929e-08
4464,-5.927349278067595e-08
4674,-5.390576518493617e-08
5043,-8.951966279369117e-09
5000,-4.5419572103355677e-08
4674,-2.1410503592278474e-08
4392,-4.989014001921532e-08
4428,-1.3113274910381278e-08
4216,-3.763707567827623e-08
4356,-3.256725733535859e-08
4551,-5.763608257325359e-08
4182,-4.0371613607703694e-08
4797,-4.759135752152588e-09
4712,-3.055678732266642e-08
5043,-1.773191549148123e-08
4836,-3.1227845198600335e-08
4920,-2.7066143104548246e-08
5040,-1.3688569389103122e-08
4960,4.822598498321895e-08
4216,2.4839520662567338e-08
4464,2.6889145132713566e-08
3875,-2.2618392492290695e-08
4920,1.8146057989554265e-09
4588,4.376994411359192e-08
4588,-1.4919296020821093e-08
5040,-3.2846841691025475e-08
5043,-4.6893826599614385e-09
4758,-3.561702710541681e-09
4880,-1.7848664768393974e-08
5246,-1.2689794104403518e-08
4920,-9.438540615747115e-09
4920,3.4095133827349855e-08
4797,2.0119649946082063e-08
4797,-8.251056726749084e-09
4920,-3.3020494782931564e-08
4960,7.022053605254541e-09
4920,3.846119422945549e-09
4428,-4.4849834068827477e-08
4080,-1.7186813749958674e-08
4305,3.4608717669470934e-08
4636,1.8020793746131858e-08
4674,4.5463409037438396e-08
4758,-7.631292042731275e-09
4758,2.8166434518084316e-08
4800,4.385210417012786e-08
9516,-1.538075480311818e-07
9963,-1.8044271143935475e-07
9680,-1.8530850809383992e-07
11040,-1.925951664816239e-07
10353,-7.347902197807343e-08
10200,3.112943502969756e-08
9639,4.515451124120773e-08
9520,6.84040060150437e-08
9440,7.717343919466657e-08
9520,8.337585200024478e-08
8378,1.0195750377306467e-07
8468,4.768311256952984e-08
8496,3.005364845876102e-08
6254,-6.763782067764623e-08
4680,-7.169090565639635e-08
3852,-2.0742642448112747e-07
4165,6.540561514611909e-08
4758,-6.571161037527418e-08
4998,-1.2211164346354053e-07
4719,-9.875635242906355e-08
4477,-1.0823248430824606e-07
4641,-1.3111221619510616e-07
4640,-1.403322897886028e-07
3808,-1.137978173915144e-07
5031,-1.3084708427868463e-07
4403,-1.2468579768665222e-07
5040,-1.478638154139844e-07
4403,-1.1622748985473663e-07
4879,-1.9411614005093725e-07
5474,-2.4738400838941743e-07
5355,-2.1432310859381687e-07
6655,-1.9239304549500957e-07
6600,-1.9106866488982632e-07
7616,-1.9888862112793504e-08
7875,-7.00878999282395e-08
7688,-3.815766191905823e-08
7750,-1.2311065056280768e-08
6888,-3.125830971839605e-08
6765,-2.130723508741994e-08
6710,-2.098783546955474e-08
6642,-1.5217395343825046e-08
6710,-3.1037370007425125e-08
6396,-6.146075648416627e-09
6820,-5.062675612066414e-08
6588,-3.9180893196544275e-08
6324,-3.918361191068698e-09
6954,-3.3765100937444004e-08
6765,-1.5304765454970948e-08
6642,-4.626533822715828e-09
6448,-7.115423805714727e-09
6710,-2.6161298904980868e-08
6324,-1.7984257416614469e-09
6888,-2.4119264807609397e-08
6696,6.211845704484631e-09
6642,2.2298773938445038e-09
6572,1.709453378850867e-08
6572,-7.045526384530376e-09
6500,-3.3847346259108235e-08
6448,-1.3666741516260572e-08
6519,-1.914876790465314e-08
6765,-2.996561221380034e-08
5828,-3.051634678286064e-08
5952,-3.065515130629137e-08
4340,-8.500534676159077e-08
5490,-2.1353638146592857e-07
6188,-2.441530284613691e-07
6018,-1.864892311687072e-07
5474,-2.472764606409328e-07
3668,-2.0108926435113972e-07
3393,-1.32126899643481e-07
4092,-1.8947291380300157e-07
5915,4.144152754292918e-08
4446,9.878814211106146e-09
12300,1.780493761316393e-07
12423,3.185925550042157e-07
12285,-5.030128136240819e-07
7979,2.0924045429637772e-07
8383,1.6454437457014137e-07
8700,1.2175435415429092e-07
8800,1.1732642235529056e-07
8910,1.0897951341348744e-07
9009,8.259899431095619e-08
9118,1.250709118494342e-07
8740,1.909069169414579e-07
8649,1.519668302307764e-07
8648,1.3680690358341963e-07
7800,9.241585985364509e-08
7872,9.850312210346601e-08
8633,9.864851335805724e-08
11716,6.732330604108938e-08
10528,8.601011103337441e-08
10488,9.604534767504447e-08
10735,1.2822050621252856e-07
10530,7.363610876609528e-08
10647,8.643757354320769e-08
10465,1.0220908563951525e-07
10146,9.190520700030902e-08
10374,8.640232351808663e-08
10878,9.410806001142191e-08
9540,1.314695339260652e-07
8858,1.199173595978209e-07
9345,1.0104248815423489e-07
8772,1.1174837766247947e-07
9100,1.1251027132175295e-07
10379,1.4773893042274722e-07
10176,1.3057126579951728e-07
13172,2.7011071779270424e-07
20898,4.082743316757842e-07
23961,4.352700102572271e-07
23976,4.184457225164806e-07
5600,2.883090246541542e-07
5994,1.9515302085437725e-07
6375,2.731949564349634e-07
6806,2.358335677854484e-07
6880,3.175043730152538e-07
7298,3.2818181239235855e-07
7371,2.9741758567070065e-07
7626,2.731991060045402e-07
7708,3.0545922413693916e-07
7857,2.746875509274105e-07
7938,2.8206619617776596e-07
7695,2.4526184461137746e-07
7857,2.6190139124082634e-07
7857,3.000354524829163e-07
8036,2.843562185717019e-07
7920,3.1783909548721567e-07
7760,3.022451551260019e-07
7742,3.1129630428949895e-07
7920,3.121424185792421e-07
7872,2.9530716005865543e-07
7840,2.918100392435008e-07
7663,2.685617914721661e-07
7900,3.304302254036884e-07
7979,3.3312713298983e-07
7920,2.887768744130881e-07
8000,3.2588948783995875e-07
14659,1.1590793747018324e-07
13959,2.526088564991369e-07
13066,3.0113082516436407e-07
12696,2.60664535289834e-07
12696,2.542438153341209e-07
12741,2.398986680418602e-07
13152,2.2866258575504617e-07
13110,2.5154241711788927e-07
12878,2.139938146683562e-07
13015,2.086895563024882e-07
12604,2.440569346617849e-07
12834,2.384382185027789e-07
13110,2.532231064833468e-07
13110,2.1433625363442843e-07
13015,2.0439235015601298e-07
12878,2.1489164225840796e-07
12741,2.655183948263584e-07
13015,2.0849086013186025e-07
13110,1.956607604824967e-07
12927,1.8435906667946256e-07
12927,1.6865399743437592e-07
12834,1.795965687279022e-07
12972,1.8097645693160302e-07
12972,1.7043240063685516e-07
12972,1.6411780734415515e-07
12880,1.8537100743287738e-07
13020,1.6505917699305428e-07
13110,1.36538034212208e-07
12696,1.6183780360279343e-07
12834,1.4716333396336267e-07
12927,1.667505387104029e-07
12696,1.55835792270409e-07
12741,1.919406145134417e-07
12834,1.699615665984311e-07
12788,1.9967211528637563e-07
12649,1.6861775975485216e-07
12696,1.81317460601349e-07
12696,1.8091878928316873e-07
12467,1.7775673200048914e-07
12604,1.876861688288045e-07
12558,1.7734701884819515e-07
12696,1.9313657162456366e-07
12467,2.162360175361755e-07
12240,1.6190408302918513e-07
12193,1.5641595041415712e-07
12193,1.5813874654213578e-07
12604,1.535280489406432e-07
12604,1.6174351458175806e-07
12604,1.8224351094886515e-07
12604,1.75259842194464e-07
12604,1.7626683757043793e-07
12878,1.6896720467229898e-07
12878,1.733540671011724e-07
12648,1.7060067136753787e-07
12512,1.6784690615168074e-07
12512,1.7860341472442087e-07
12604,1.6652434453590104e-07
12741,1.5343233883413632e-07
12648,1.641242164396317e-07
12648,1.5748696569062304e-07
12784,1.59635575869288e-07
12467,1.7313490729975456e-07
12330,1.9601539236191456e-07
12604,1.479676541293884e-07
12741,1.6947018366408884e-07
12741,1.5567381694836513e-07
12512,1.5656590335311193e-07
12512,1.6731785024148849e-07
12467,1.8323916606277635e-07
12604,1.7311950273324328e-07
12467,1.7902249282997218e-07
12604,1.7437413646348432e-07
12467,1.6744287734127283e-07
12648,1.74280444298347e-07
12878,1.7361089987844025e-07
12878,1.7217175241057703e-07
12834,1.5631611915978283e-07
12878,1.6097413890747703e-07
12420,1.5020924593045493e-07
12648,1.383701544455107e-07
12690,1.4372373868809518e-07
12690,1.4946121495995612e-07
13095,1.6239636124737444e-07
11266,1.4734968090124312e-07
10240,1.0143004658402788e-07
9856,8.198665568670549e-08
6952,-4.916141715938238e-09
5467,-1.6847201322889305e-07
7735,-1.4264717407286298e-08
9702,1.1825615331417794e-07
10100,1.9074029466992215e-08
10605,-1.4146286808625064e-08
21828,1.8494471021313075e-07
21828,1.8494471021313075e-07
41666,3.9994213807403867e-07
44856,7.718875849604956e-07
50861,1.0596381798677612e-06
49956,8.187701041606488e-07
49594,8.694137250131462e-07
48151,9.553818927088287e-07
47256,9.121966968450579e-07
45584,5.438936341306544e-07
48495,5.24370705079491e-07
49765,6.03300236434734e-07
49950,6.042942573003529e-07
49950,6.046564067219151e-07
49476,5.563501304095553e-07
50778,6.136172032711329e-07
50592,6.041931897016184e-07
50048,6.060460577828053e-07
50048,6.216043857421027e-07
52731,6.59194142826891e-07
52440,6.649322017437953e-07
52250,6.770280265300244e-07
52250,6.74801697186922e-07
52334,6.741786933162075e-07
52525,6.755075787623355e-07
52716,6.623508852499072e-07
52820,6.635714839831053e-07
52820,6.546397912643442e-07
52640,6.650228101534594e-07
52640,6.605421845051751e-07
28236,6.118727355897136e-07
29865,8.527235308974923e-07
31488,7.537110491284693e-07
10388,8.486708225063921e-07
26928,4.3416690687081427e-07
27183,5.288345619192114e-07
31317,5.656189614455798e-07
32060,5.499844633050088e-07
12544,3.5072886817033577e-07
24750,6.39214079001249e-07
30688,5.32253295659757e-07
29056,4.845313128498674e-07
24743,4.0822391156325466e-07
22848,4.770494115291513e-07
26432,5.343772500054911e-07
34540,3.2930591942204046e-07
28485,4.769815973304503e-07
14040,2.4569698098275694e-07
30816,4.3980506347907067e-07
30096,4.830395141652843e-07
29328,4.914932105748449e-07
27560,4.915290219287272e-07
28770,5.0784353788913e-07
14076,5.012499286749517e-07
25420,5.846316639690485e-07
24278,6.292901844062726e-07
8955,5.187378064874792e-07
26240,6.472254199252347e-07
28014,3.5789176422440505e-07
27324,6.273141366364143e-07
26532,5.204667559155496e-07
21721,4.3247220560260757e-07
12544,3.3890137274283916e-07
25802,5.619422722702438e-07
25413,4.903714057036268e-07
18656,3.94563215877497e-07
21970,5.385247732192511e-07
19560,4.137923781399877e-07
6222,1.602821839696844e-07
7434,1.5946903886288055e-07
9520,4.03425900685761e-07
9792,4.890092668574653e-07
9800,3.853835721656651e-07
9870,3.530788887928793e-07
10200,3.738612122106133e-07
9198,3.436209397023049e-07
9225,2.9107448540344194e-07
9000,2.1780317638331326e-07
8880,2.1850046039162407e-07
8701,2.317096061688062e-07
8658,1.9872156542533048e-07
8547,1.893012040454778e-07
8470,1.880632680695271e-07
8436,2.1240845171632827e-07
8400,1.9229919701047038e-07
8400,2.3487237399422156e-07
8214,2.0157817459676153e-07
8288,1.9935676220939058e-07
8250,2.1566147268003988e-07
8214,1.929948894030531e-07
8103,2.054709540288968e-07
8288,1.9712854282261105e-07
8214,1.9546560281469283e-07
8288,1.9583889354635176e-07
8103,1.8430222326060175e-07
8288,1.7523308315503527e-07
