area,depth
8295,1.508681748418894e-07
7931,1.5999758318230306e-07
7676,1.7320695633316063e-07
7777,1.5667563957322272e-07
7777,1.5333549185925222e-07
7777,1.5505810324611957e-07
7575,1.5156334143284766e-07
7275,1.356356591486474e-07
7350,1.5060388136589609e-07
7200,1.5398710218050837e-07
6862,1.3581107793925185e-07
7125,1.6051255613547255e-07
6552,1.4272460191477876e-07
6532,1.3116772379362374e-07
6440,1.312685498078281e-07
6440,1.3043931801348663e-07
6052,1.3714479507598298e-07
5934,1.4706019157983974e-07
5934,1.267794544901335e-07
5934,1.2439193142199656e-07
5544,1.3296426004671957e-07
5544,1.25298456055134e-07
5330,1.2389864423312247e-07
5330,1.211224116559606e-07
5330,1.2262029258636176e-07
5184,1.0987096743519942e-07
5040,1.1672283761754443e-07
4977,1.1314858738842304e-07
4898,1.1555444956456995e-07
4898,1.1414707756784992e-07
4898,1.1487427542533624e-07
4898,1.269014404670088e-07
4620,1.1960177914716041e-07
4697,1.1068289751392513e-07
4697,1.071474997615951e-07
4697,1.0706735054100136e-07
4560,1.2281844874451053e-07
4350,1.1866451643527398e-07
4425,1.0203224576343928e-07
4425,9.984636051285634e-08
4218,1.0667915972817354e-07
4292,1.0748652101710832e-07
4161,1.012218362461681e-07
4161,1.0758047608305787e-07
4161,1.0549237572377024e-07
4161,1.0631697477947455e-07
4047,1.001877691919617e-07
4118,9.064035566552775e-08
4047,1.0225098634464302e-07
4047,1.0694490981677518e-07
3976,1.0534190408861832e-07
3933,8.569936227331709e-08
3864,9.191619909643123e-08
3876,1.0348562540229977e-07
3876,1.0469875633134507e-07
3864,1.0403706340866847e-07
3864,9.389606248078053e-08
3618,1.0075500256334635e-07
3618,9.826244706800935e-08
3618,9.993435412525287e-08
3564,1.0054689170146958e-07
3432,9.299768777282225e-08
3264,8.709120180583341e-08
3264,9.191678884690191e-08
3264,9.515591159470205e-08
3072,6.915255568173961e-08
3136,8.422333053204056e-08
3024,7.226536524740368e-08
2914,8.268307993830604e-08
2976,8.144655083697216e-08
2867,7.098196874721907e-08
2867,7.270790547408978e-08
2806,7.625909859143576e-08
2806,8.032639442490108e-08
2806,7.85134091074724e-08
2806,7.867313911447127e-08
2700,8.222887970532611e-08
2494,6.871082547377227e-08
2494,7.973756055434933e-08
2494,8.129534023737506e-08
2394,6.351726966613569e-08
2508,7.493652276480134e-08
2408,5.820783499643767e-08
2408,6.816083697458453e-08
2408,6.789485951230745e-08
2296,6.007055475265588e-08
2310,6.3711581788084e-08
2352,6.597873891678319e-08
2352,6.77496387879728e-08
2352,6.877318270426258e-08
2352,6.943987784779893e-08
2255,6.514157036008328e-08
2268,6.805906593854161e-08
2268,7.017421665977963e-08
2268,7.165853332935512e-08
2255,7.045081673595632e-08
2255,6.919572115293704e-08
2296,7.796488432632032e-08
2240,7.609113339412943e-08
2240,7.567602722247102e-08
2255,7.048857497693461e-08
2214,6.878666880538731e-08
2200,7.543656721509251e-08
2160,7.074472563317613e-08
2160,7.193907691771528e-08
2160,7.155654202506412e-08
2200,7.187970396671517e-08
2240,8.157852704471225e-08
2214,7.226729081821759e-08
2214,7.197169082928667e-08
2200,7.489078512890046e-08
2200,6.81056064877339e-08
2310,7.393302325908735e-08
2255,7.433136062218182e-08
2255,7.469201079857157e-08
2255,7.465200013712092e-08
2240,6.935717067335645e-08
2296,5.985810247466361e-08
2352,6.378872541290548e-08
2352,6.394973439682872e-08
2352,6.281333497781816e-08
2352,6.728861734472957e-08
2352,6.377234740284621e-08
2394,6.302300192828625e-08
2394,6.149051046122622e-08
2394,6.120629336692218e-08
2408,6.725914403205024e-08
2508,7.044927485821972e-08
2508,7.347709640725952e-08
2552,7.29790556874832e-08
2610,9.118627986026695e-08
2668,8.0961051196482e-08
2806,9.95837439177194e-08
2852,8.399126727454131e-08
2852,8.134279738669647e-08
2806,8.061584821916767e-08
2867,9.473803430637417e-08
2976,8.563718267851073e-08
3038,8.548983743139615e-08
3038,8.333126544357583e-08
3038,8.273801910263501e-08
3136,8.337455881246569e-08
3300,7.519785327758655e-08
3366,8.44714165282312e-08
3366,8.650627592032833e-08
3536,8.327614153813556e-08
3588,8.693981357055236e-08
3850,9.336765316447782e-08
3905,1.0882465772965588e-07
3905,1.0698622787685963e-07
4275,1.0038160525027706e-07
4332,9.759793329067179e-08
4697,1.0810865092025779e-07
4758,1.1214347495069887e-07
4758,1.0736536637523386e-07
5022,9.470105766240522e-08
5166,1.1402232047430516e-07
5504,9.606453232890999e-08
5568,1.2040806041113683e-07
5481,1.1332804206176661e-07
6030,9.494326036474376e-08
6006,1.2695871021151106e-07
6440,9.056955008190926e-08
6532,1.3324944347914425e-07
6624,1.3767125039976236e-07
7144,1.2999932152979454e-07
7200,1.3162568279767584e-07
7920,1.4966714445563412e-07
7821,1.5682552145790396e-07
7900,1.5687645316120324e-07
7900,1.543239278589681e-07
8736,1.769619188962679e-07
10101,1.7963114373742428e-07
9968,1.745628566141022e-07
10146,1.7185935519137274e-07
11305,1.978590375983913e-07
11616,1.8111802546627587e-07
12954,2.2468742599812686e-07
12928,2.010211943570539e-07
16761,4.1037097275875567e-07
30178,6.518770305774524e-07
31234,4.025775695026823e-07
31680,3.867752127462154e-07
29952,3.3830673373813624e-07
29260,3.482093404727493e-07
29605,3.390186122942396e-07
28050,3.1818643719816464e-07
28086,3.139241755434341e-07
26460,2.8158549980616954e-07
26075,2.965996088732936e-07
25926,2.873441360407014e-07
25900,2.9431257075884787e-07
15855,-6.820064157864181e-08
